t	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364
3.003003003003003	8	11	8	10	12	10	6	12	6	7	7	12	10	15	8	8	7	11	5	13	7	5	11	5	3	7	12	6	6	13	5	11	10	12	14	9	12	9	6	7	11	10	12	13	10	10	12	7	12	9	10	8	13	13	7	9	6	10	4	9	12	4	10	7	6	10	7	8	10	14	6	15	4	4	10	9	8	8	12	10	17	14	10	6	10	8	11	11	8	5	8	12	6	15	10	10	9	15	11	7	10	11	8	12	10	7	13	12	7	10	8	15	7	3	8	11	12	8	9	9	10	13	8	10	17	15	11	7	7	11	7	7	9	10	3	7	3	7	14	11	9	9	14	9	10	5	12	11	9	10	9	6	8	11	15	6	10	18	9	5	6	9	8	8	10	8	7	6	10	10	6	8	8	7	13	8	2	9	9	7	7	11	6	13	8	15	11	12	8	13	15	8	6	17	5	9	3	11	13	9	10	3	9	12	5	3	11	13	11	7	13	10	9	7	9	8	12	8	14	10	15	10	12	4	9	9	10	13	15	11	9	12	9	10	8	12	12	3	5	4	11	8	6	7	5	7	12	8	10	8	4	12	3	10	9	10	8	11	15	15	19	6	3	10	8	8	9	12	10	11	3	7	10	6	8	13	11	6	12	7	6	8	7	6	11	10	11	8	11	8	12	9	15	9	6	7	12	5	10	8	12	13	9	7	8	11	6	8	9	6	15	7	12	10	16	17	6	10	9	10	11	12	11	7	11	12	5	9	15	8	7	5	5	10	7	8	11	6	11	5	6	11	9	8	5	7	3	11	12	10	10	8	12	5	10	8	10	6	4	9	12	9	12	10	9
3.011011011011011	8	11	8	10	12	10	6	12	6	7	7	12	10	15	8	8	7	11	5	13	7	5	11	5	3	7	12	6	6	13	5	11	10	12	14	9	13	9	6	7	11	10	12	14	10	10	12	7	12	9	10	8	13	13	7	9	6	10	4	9	12	4	11	7	6	10	7	8	10	14	6	15	4	4	10	9	8	8	12	10	17	14	10	6	10	8	11	11	8	5	8	12	6	15	10	10	9	15	11	7	10	11	8	12	10	7	13	12	7	10	8	15	7	3	8	11	12	8	9	9	10	13	8	10	17	15	11	7	7	11	7	7	9	10	3	7	3	7	14	11	9	9	14	9	10	5	12	11	9	10	9	7	8	11	15	6	10	18	9	5	6	10	8	8	10	8	7	6	10	10	6	8	8	7	13	8	2	9	9	7	7	11	6	13	8	15	11	12	8	13	15	8	6	17	5	9	3	11	13	9	10	3	9	12	5	3	11	13	11	7	13	10	9	7	9	8	12	8	15	10	15	10	12	4	9	9	10	13	15	11	9	12	9	10	8	12	12	3	5	4	11	8	6	7	5	7	12	8	10	8	4	12	3	10	9	10	8	11	15	15	19	6	3	10	8	8	9	13	10	11	3	7	11	6	8	13	11	6	12	7	6	8	7	6	11	10	11	8	11	8	12	9	15	9	6	7	12	5	10	8	12	13	9	7	8	11	6	8	9	6	15	7	12	10	16	17	6	10	10	10	11	12	11	7	11	12	5	9	15	8	7	5	5	10	7	8	11	6	11	5	6	11	9	8	5	7	3	11	12	10	10	8	12	5	10	8	10	6	4	9	12	9	12	10	9
3.019019019019019	8	11	8	10	12	10	6	12	6	7	7	12	10	15	8	8	7	11	5	13	7	5	11	5	3	7	12	6	6	13	5	11	10	12	14	9	13	10	6	7	11	10	12	14	10	10	12	7	12	9	10	8	13	13	7	9	6	10	4	9	12	4	11	7	6	10	7	8	10	14	6	15	4	4	10	9	8	8	12	10	17	14	10	7	10	8	11	11	8	5	8	12	6	15	10	10	9	15	11	7	10	11	8	12	10	7	13	12	7	10	8	15	7	3	8	11	12	8	9	9	10	13	8	10	17	15	11	7	7	11	7	7	9	10	3	7	3	7	14	11	9	9	14	9	10	5	12	11	9	10	9	7	8	11	15	6	10	18	9	5	6	10	8	8	10	8	7	6	10	10	6	8	8	7	13	8	2	9	9	7	7	11	6	13	8	15	11	12	8	13	15	8	6	17	5	9	3	11	13	9	10	3	9	12	5	3	11	14	11	7	13	10	9	7	9	8	12	8	15	10	16	10	12	4	9	9	10	13	15	11	9	12	9	10	8	12	12	3	5	4	11	8	6	7	5	7	12	8	11	8	4	12	3	10	9	10	8	11	15	15	19	6	3	10	8	8	9	13	10	11	3	7	11	6	9	13	11	6	12	7	6	8	7	6	11	10	11	8	11	8	12	9	15	9	6	7	12	6	10	8	12	13	9	7	8	11	6	8	9	6	15	7	12	10	16	17	6	10	10	10	11	12	11	7	11	12	5	9	15	8	7	5	5	10	7	8	11	7	11	5	6	11	9	8	5	7	3	11	12	10	10	8	12	5	10	8	10	6	4	9	12	9	13	10	9
3.027027027027027	8	11	8	10	12	10	6	12	6	7	7	12	10	15	8	8	7	11	5	13	7	5	11	5	3	7	12	6	6	14	5	11	10	12	14	9	13	10	6	7	11	10	12	14	10	10	12	7	12	9	10	8	13	13	7	9	6	10	4	9	12	4	11	7	6	10	7	8	10	14	6	15	4	4	10	9	8	8	12	10	17	14	10	7	10	8	11	11	8	5	8	12	6	15	10	10	9	15	11	7	10	11	8	12	10	7	13	12	7	10	8	15	7	3	8	11	12	8	9	9	10	13	8	10	17	15	11	7	7	11	7	7	9	10	3	7	3	7	14	11	9	9	14	9	10	5	12	11	9	10	9	7	8	11	15	6	10	18	9	6	6	11	8	8	10	8	7	6	10	10	6	8	8	7	13	8	2	9	9	7	7	11	6	13	8	15	11	12	8	13	15	8	6	17	5	9	3	11	13	9	10	3	9	12	5	3	11	14	11	7	13	10	9	7	9	8	12	8	15	10	16	10	12	4	9	9	10	13	15	11	9	12	9	10	8	12	12	3	5	4	11	8	6	7	5	7	12	8	11	8	4	12	3	10	9	10	8	11	15	15	19	6	3	10	8	8	9	13	10	11	3	7	11	6	9	13	11	6	12	7	6	8	7	6	11	10	11	8	11	8	12	10	15	9	6	7	12	6	10	8	12	13	9	7	8	11	6	8	9	6	15	7	12	10	16	17	6	10	10	10	11	12	11	7	11	12	5	9	15	8	7	5	5	10	7	8	11	7	11	5	6	11	9	8	5	7	3	11	12	10	10	8	12	5	10	8	10	6	4	9	12	9	13	10	9
3.035035035035035	8	12	8	10	12	10	6	12	6	7	7	12	10	15	8	8	7	11	5	13	7	5	11	5	3	7	12	6	6	14	5	11	10	12	14	9	13	10	6	7	11	10	12	14	10	10	12	7	12	9	10	9	13	13	7	9	6	10	4	9	12	4	11	7	6	10	7	8	10	14	6	15	4	4	10	9	8	8	12	10	17	14	10	7	10	8	11	11	8	5	8	12	6	15	10	10	9	15	11	7	10	11	8	12	10	7	13	12	7	10	8	15	7	3	8	11	12	8	9	9	10	13	8	10	17	15	11	7	7	11	7	7	9	10	3	7	3	7	14	11	9	9	14	9	10	5	12	11	9	10	9	7	8	11	15	6	10	18	9	6	6	11	9	8	10	8	7	6	10	10	6	8	9	7	13	8	2	9	9	7	7	11	6	13	8	15	11	12	8	13	15	8	6	17	5	9	3	11	13	9	10	3	10	12	5	3	11	14	11	7	14	10	9	7	9	9	12	8	16	10	16	10	12	4	9	9	10	13	15	11	9	12	9	10	8	12	12	3	5	4	11	8	6	7	5	7	13	8	11	8	4	12	3	10	9	10	8	11	15	15	19	6	3	10	8	8	9	13	10	11	3	7	11	6	9	13	11	6	12	7	6	8	7	6	11	10	11	8	11	8	12	10	15	9	6	7	12	6	10	8	12	13	9	7	8	11	7	8	9	6	15	7	12	10	16	17	6	10	10	10	11	12	11	7	11	12	5	9	15	8	7	5	5	10	7	9	11	7	11	5	6	11	9	8	5	7	3	11	12	10	10	8	12	5	10	8	10	6	4	9	13	9	13	10	9
3.043043043043043	8	12	8	10	12	10	6	12	6	7	7	12	10	15	8	8	7	11	5	13	7	5	11	5	3	7	12	6	6	14	5	11	10	12	14	9	13	10	6	7	11	10	12	14	10	10	12	7	12	9	10	10	13	13	7	9	6	10	4	10	12	4	11	7	6	10	7	8	10	14	6	15	4	4	11	9	8	8	12	10	17	14	10	8	10	8	11	11	8	5	8	12	6	15	10	10	9	15	12	7	10	11	8	12	10	7	13	12	7	10	8	15	7	3	9	11	12	8	9	9	10	13	8	10	17	15	11	7	7	11	7	7	9	10	3	7	3	8	14	11	9	9	15	9	10	5	12	11	9	10	9	7	8	11	15	6	10	18	9	6	6	11	9	8	10	8	7	6	10	10	6	8	9	7	13	8	2	9	9	7	7	11	6	13	8	15	11	12	8	13	15	8	6	17	5	9	3	11	13	9	10	3	10	12	5	3	11	14	11	7	14	10	9	7	9	9	12	8	16	10	16	10	12	4	9	9	10	13	15	11	9	12	9	10	8	12	12	3	5	4	11	8	6	7	5	7	13	8	11	8	4	12	3	10	9	10	8	11	15	15	19	6	3	10	8	8	9	13	10	11	3	7	11	6	9	13	11	6	12	7	6	8	7	6	11	10	12	8	11	8	12	10	15	9	6	7	12	6	10	8	12	13	9	7	8	11	7	8	9	6	15	7	12	10	16	17	6	10	10	10	11	12	11	8	11	12	5	9	15	8	7	5	5	10	7	9	11	7	11	5	6	11	9	8	5	7	3	11	12	10	10	8	12	5	10	8	10	6	4	9	13	9	13	10	9
3.051051051051051	8	12	8	10	12	10	6	12	6	7	7	12	10	15	8	8	7	11	5	13	7	5	11	5	3	7	12	6	6	14	5	11	10	12	14	9	13	10	6	7	11	10	12	14	10	10	12	7	12	9	10	10	13	13	7	9	6	10	4	10	12	4	12	7	6	10	7	8	10	14	6	15	4	4	11	9	8	8	12	10	17	14	10	8	10	8	11	11	8	5	8	12	6	15	10	10	9	15	12	7	10	12	8	12	10	7	13	12	7	10	8	15	7	3	9	11	12	8	9	9	10	13	8	11	17	15	11	7	7	11	7	7	9	10	3	7	3	8	14	11	9	9	15	9	10	6	12	11	9	10	9	7	8	11	15	6	10	18	9	6	6	11	9	8	10	8	7	6	10	10	6	8	9	7	13	8	2	9	9	7	7	11	6	13	8	15	11	12	8	13	15	8	6	17	5	9	3	11	13	9	10	3	10	13	5	3	11	14	11	7	14	10	9	7	9	9	12	8	16	10	16	10	12	5	9	9	10	13	15	11	9	12	9	10	8	12	12	3	5	4	11	8	6	7	6	7	13	8	11	8	4	12	3	10	9	10	8	11	15	15	19	6	3	10	8	8	9	13	10	11	3	7	11	6	9	13	11	6	12	7	6	8	7	6	12	10	12	8	11	8	12	10	15	9	6	7	12	6	10	8	12	13	9	7	8	11	7	8	9	6	15	7	12	10	16	17	6	10	10	11	11	12	11	8	11	12	5	9	15	8	7	5	5	10	7	9	11	7	11	5	6	11	9	8	5	7	3	11	12	10	10	8	12	5	10	8	11	6	4	9	13	9	13	10	9
3.059059059059059	8	12	8	10	12	10	6	12	6	7	7	12	11	15	8	8	7	11	5	13	7	5	11	5	3	7	12	6	6	14	5	11	10	12	14	9	13	10	6	7	11	10	12	14	10	10	12	7	12	9	11	10	13	13	7	9	6	10	4	10	12	4	12	7	6	10	7	8	10	14	6	15	4	4	11	9	8	8	12	10	17	14	10	8	10	8	11	11	8	5	8	12	6	15	10	10	9	15	12	7	10	12	8	12	10	7	13	12	7	10	8	15	7	3	9	11	12	8	9	9	10	13	8	11	17	15	11	7	7	11	7	7	9	10	3	7	3	8	14	11	9	9	15	9	10	6	12	11	9	10	9	7	8	11	15	6	10	18	9	6	6	11	9	8	10	8	7	6	10	10	6	8	9	8	13	8	2	9	9	7	7	11	6	13	8	15	11	12	8	13	15	8	6	17	5	9	3	11	13	9	10	3	10	13	5	3	11	14	11	7	14	10	9	7	9	9	12	8	16	10	16	10	12	5	9	9	10	13	15	11	9	12	9	10	8	12	12	3	5	4	11	8	6	7	6	7	13	8	11	8	4	12	3	10	9	11	8	12	15	15	19	6	3	10	8	9	9	13	10	11	3	8	11	6	9	13	11	6	12	7	6	8	7	6	12	10	12	8	11	8	12	10	15	9	6	7	12	6	10	8	12	13	9	7	8	11	7	8	9	6	15	7	12	10	16	17	6	10	10	11	11	12	11	8	11	12	6	9	15	8	7	5	5	10	7	9	11	7	11	5	6	11	9	8	5	7	3	11	12	10	10	8	12	5	10	8	11	6	4	9	13	9	13	10	9
3.067067067067067	8	12	8	10	12	10	6	12	6	7	7	12	11	15	8	8	7	11	5	13	7	5	11	5	3	7	12	6	6	14	5	11	10	12	14	9	13	10	6	7	11	11	12	14	10	10	12	7	12	9	11	10	13	13	7	9	6	10	4	10	12	4	12	7	6	10	7	8	10	14	6	15	4	4	11	9	8	8	12	10	18	14	10	8	10	8	11	11	8	5	8	12	6	15	10	10	9	15	12	7	10	12	8	12	10	8	13	12	7	10	8	15	7	3	9	11	12	8	9	9	10	13	8	11	17	15	11	7	7	11	7	7	9	10	3	7	3	8	14	11	9	9	15	9	10	6	12	11	9	10	9	7	8	12	15	6	10	18	9	6	6	11	9	8	10	8	7	6	10	10	6	8	9	8	13	8	2	9	9	7	7	11	6	13	8	15	11	12	8	13	15	8	6	17	5	9	3	11	13	9	10	3	10	13	5	3	11	14	11	7	14	10	9	7	9	9	12	8	16	10	16	10	12	5	9	9	10	13	15	12	9	12	9	10	8	12	12	3	5	4	11	8	6	7	6	7	13	8	11	8	4	12	3	10	9	11	8	12	15	15	19	6	3	10	8	9	9	13	10	11	3	8	11	6	9	13	11	6	12	7	6	8	7	6	12	10	12	8	11	8	12	10	15	9	6	7	12	6	10	8	12	13	9	7	8	11	7	8	9	6	15	7	12	10	16	17	6	10	10	11	11	12	11	8	11	12	6	9	15	8	7	5	5	10	7	9	11	7	11	5	6	11	9	8	5	7	3	11	12	11	10	8	12	5	10	8	11	6	4	9	13	9	13	10	9
3.075075075075075	8	12	8	10	12	10	6	12	6	7	7	12	11	15	8	8	7	11	5	13	7	5	11	5	3	7	13	6	6	14	5	11	10	12	14	9	13	10	6	7	11	11	12	14	10	10	12	7	12	9	11	10	13	13	7	9	6	10	4	10	12	4	12	7	6	10	7	8	10	14	6	15	4	4	11	9	8	8	12	10	18	14	10	8	10	8	11	11	8	5	8	12	6	15	10	10	9	15	12	7	10	12	8	12	11	8	13	12	7	10	8	15	7	3	9	11	12	8	9	9	10	13	8	11	17	15	11	7	7	11	7	8	9	10	3	7	3	8	14	11	9	9	15	9	10	6	12	11	9	10	9	7	8	12	15	6	10	18	9	6	6	11	9	8	10	8	7	6	10	10	6	8	9	8	13	8	2	9	9	7	7	11	6	13	8	15	11	13	8	13	15	8	6	17	5	9	3	11	13	9	11	3	10	13	6	3	11	14	11	8	14	10	9	7	9	9	12	8	16	10	16	10	12	6	9	9	10	13	15	12	9	12	9	10	8	12	12	3	5	4	11	8	6	7	6	7	13	8	11	8	4	12	3	10	9	11	8	12	15	15	19	6	3	10	8	9	9	13	10	11	3	8	11	6	9	13	11	6	12	7	6	8	7	7	12	10	12	9	11	8	12	10	15	9	6	7	12	6	10	8	12	13	9	7	8	11	7	8	9	6	15	7	12	10	16	17	6	10	10	11	11	12	11	8	11	12	6	9	15	8	7	5	6	10	8	9	11	7	11	5	6	11	9	8	5	7	3	11	12	11	10	8	12	5	10	8	11	6	4	9	13	9	13	10	9
3.083083083083083	8	12	8	10	12	10	6	12	6	7	7	12	11	15	8	8	7	11	5	13	7	5	11	5	3	7	13	6	6	14	5	11	10	12	14	9	13	10	6	7	11	11	12	14	10	10	12	7	12	9	11	10	13	13	7	9	6	10	4	10	12	4	12	7	6	10	7	8	10	14	6	15	4	4	11	9	8	8	12	10	18	14	10	8	10	8	11	11	8	5	8	12	6	15	10	10	9	15	12	7	10	12	8	12	11	8	13	12	7	10	8	15	7	3	9	11	12	8	9	9	10	13	8	11	17	15	11	7	7	11	7	8	9	10	3	7	3	8	14	11	9	9	15	9	10	6	12	11	9	10	9	7	8	12	15	6	10	18	9	6	6	11	9	8	10	8	7	6	10	10	6	8	9	8	13	8	2	9	9	7	7	11	6	13	8	15	11	13	8	13	15	8	6	17	5	9	3	11	13	9	11	3	10	13	6	3	11	14	11	8	14	10	9	7	9	9	12	8	16	10	16	10	12	6	9	9	11	13	15	12	9	12	9	10	8	12	12	3	5	4	11	9	6	7	6	7	13	8	11	8	4	12	3	10	9	11	8	12	15	15	19	6	3	10	8	9	9	13	10	11	3	8	11	6	9	13	11	6	12	7	6	8	7	7	12	10	12	9	11	8	12	10	16	9	6	7	12	6	10	8	12	13	9	7	8	11	7	8	9	6	15	7	12	10	16	17	6	10	10	11	11	12	12	8	11	12	6	9	15	8	8	5	6	10	8	9	11	7	11	5	6	11	9	8	5	7	3	11	12	11	10	8	12	5	10	8	11	6	4	9	13	9	13	10	9
3.091091091091091	8	12	8	10	12	10	6	12	6	7	7	12	11	15	8	8	7	11	5	13	7	5	11	5	3	7	13	6	6	14	5	11	10	12	14	9	13	10	6	7	11	11	13	14	10	10	12	7	12	9	12	10	13	13	7	9	6	10	4	10	12	4	12	7	6	11	7	8	10	14	6	15	4	4	11	9	8	8	12	10	18	14	10	8	10	8	11	11	8	5	8	12	6	15	10	10	9	15	12	7	10	12	8	12	11	8	13	12	7	10	8	15	7	3	9	11	12	8	9	9	10	13	8	11	17	15	11	7	7	11	7	8	9	10	3	7	3	8	14	11	9	9	15	9	10	6	12	11	9	10	9	7	8	12	15	6	10	18	9	6	6	11	9	8	10	8	7	6	10	10	6	8	9	8	13	8	2	9	9	7	7	11	6	13	8	16	11	13	8	13	15	8	6	17	5	9	3	11	13	9	11	3	10	13	6	3	11	14	11	8	14	10	9	7	9	9	12	8	16	10	16	10	12	6	9	9	11	13	15	12	9	12	9	10	8	12	12	3	5	4	11	9	6	7	6	7	13	8	11	8	4	12	3	10	9	11	8	12	15	15	19	6	3	10	8	9	9	13	10	11	3	8	11	6	9	13	11	6	12	7	6	8	7	7	12	10	12	9	11	8	12	10	16	9	6	7	12	6	10	8	12	13	9	7	8	11	7	8	9	6	15	7	12	10	16	17	6	10	10	11	11	13	12	8	11	12	6	9	15	8	8	5	6	10	8	9	11	7	11	5	6	11	9	8	5	7	3	11	12	11	10	8	12	5	10	8	11	6	4	9	13	9	13	10	9
3.099099099099099	8	12	8	10	12	10	6	12	6	7	7	12	11	15	8	8	7	11	5	13	7	5	11	5	3	7	13	6	6	14	5	11	10	12	14	9	13	10	6	7	11	11	13	14	10	10	12	7	12	9	12	10	13	13	7	9	6	10	4	10	12	4	12	8	6	11	7	8	10	14	6	15	4	4	11	9	8	8	12	10	18	14	10	8	10	8	11	11	8	5	8	12	6	15	10	10	9	15	13	7	10	12	8	12	11	8	13	12	7	10	8	15	7	3	9	11	12	8	9	9	10	13	8	11	17	15	11	7	7	11	7	9	9	10	3	7	3	8	14	11	9	9	15	9	10	6	13	11	9	10	9	8	8	12	15	6	10	18	9	6	6	11	9	8	10	8	7	6	10	10	6	8	9	8	13	8	2	9	9	7	7	11	6	13	8	16	11	13	8	13	15	8	6	17	5	9	3	11	14	9	11	3	10	13	6	3	11	14	11	8	14	10	9	7	9	9	12	8	16	10	16	10	12	6	9	9	11	13	15	12	9	12	9	10	8	12	12	3	5	4	11	9	6	7	6	7	13	8	11	8	4	12	3	10	9	11	8	12	15	15	19	6	3	10	8	9	9	13	10	11	3	8	11	7	9	13	11	6	12	7	6	8	7	7	12	10	12	9	11	8	12	10	16	9	6	7	12	6	10	8	12	13	9	7	8	11	7	8	9	6	15	7	12	10	16	17	6	10	10	11	11	13	12	8	12	12	6	9	15	8	8	5	6	10	8	9	11	7	11	5	6	11	9	8	5	7	3	11	12	11	10	9	12	5	10	8	11	6	4	9	13	9	13	10	9
3.1071071071071072	8	12	8	10	12	10	6	12	6	7	7	12	11	15	8	8	7	11	5	13	7	5	11	5	3	7	13	6	6	14	5	11	10	12	14	9	13	10	6	7	11	11	13	14	10	10	12	7	12	9	12	10	14	13	7	9	6	10	4	10	13	5	12	8	6	11	7	8	10	14	6	15	4	4	11	9	8	8	12	10	18	14	10	8	10	8	11	11	8	5	8	12	6	15	10	10	9	15	13	7	10	12	8	12	11	9	13	12	7	11	8	15	7	3	9	11	12	8	9	9	10	13	8	11	17	15	11	7	7	11	7	9	9	10	3	7	3	8	14	11	9	9	15	9	10	6	13	11	9	10	9	8	8	12	15	6	10	18	9	6	6	11	9	8	10	8	7	6	10	10	6	8	9	8	13	8	2	9	9	7	7	11	6	13	8	16	11	13	8	13	15	8	6	17	5	9	3	11	14	9	11	3	10	13	6	3	11	14	11	8	14	10	9	7	9	9	12	8	17	10	16	10	12	6	9	9	11	13	15	12	9	12	9	10	8	12	12	3	5	4	11	9	6	7	6	7	13	8	11	8	4	12	3	10	9	11	8	12	15	15	19	6	3	10	8	9	9	13	10	11	3	8	11	7	9	13	11	6	12	7	6	8	8	7	12	10	12	9	11	8	12	10	16	9	6	7	12	6	10	8	12	13	9	7	8	11	7	8	9	6	15	7	12	10	16	17	6	10	11	11	11	13	12	8	12	12	6	9	15	8	8	5	6	11	8	9	11	7	11	5	6	11	9	8	5	7	3	12	12	11	10	9	12	5	10	8	11	6	4	9	13	9	13	10	9
3.115115115115115	8	12	8	10	12	10	6	12	6	7	7	12	11	15	8	8	7	11	5	13	7	5	11	5	3	7	13	6	6	14	5	11	10	12	14	9	13	10	6	7	11	11	13	14	10	10	12	7	12	9	12	10	14	13	7	9	6	10	4	10	13	5	12	8	6	11	7	8	10	14	6	15	4	4	11	9	8	8	12	10	18	14	10	8	10	8	11	11	8	5	8	12	6	15	10	10	9	15	13	7	10	12	8	12	11	9	13	12	7	11	8	15	7	3	9	11	12	8	9	9	11	13	8	11	17	15	11	7	7	11	7	9	9	10	3	7	3	8	14	11	9	9	15	9	10	6	13	11	9	10	9	8	8	12	15	6	10	18	9	6	6	11	9	8	10	8	7	6	10	10	6	8	9	8	13	8	2	9	9	7	7	11	6	13	8	16	11	13	8	13	15	8	6	17	5	9	3	11	14	9	11	3	10	13	6	3	11	14	11	8	14	10	9	7	9	9	12	8	17	10	16	10	12	6	9	9	11	13	15	12	9	12	9	10	8	12	12	3	5	4	11	9	6	7	6	7	13	8	11	8	4	12	3	10	9	11	8	12	15	15	19	6	3	10	8	9	9	13	10	11	3	8	11	7	9	13	11	6	12	7	6	8	8	7	12	10	12	9	11	8	12	10	16	9	6	7	12	6	10	8	12	13	9	7	8	11	7	8	9	6	16	7	13	10	16	17	6	11	11	11	11	13	12	8	12	12	6	9	15	8	8	5	6	11	8	9	11	7	11	5	6	11	9	8	5	7	3	12	12	11	10	9	12	5	10	8	11	6	4	9	13	9	13	10	9
3.123123123123123	8	12	8	10	12	10	6	12	6	7	7	12	11	15	8	8	7	11	5	13	7	5	11	5	3	7	13	6	6	14	5	11	10	12	14	9	13	10	6	7	11	11	13	14	10	10	12	7	12	10	12	10	14	13	7	9	6	10	4	10	13	5	12	8	6	11	7	8	10	14	6	15	4	4	11	9	8	8	12	10	18	14	10	8	10	8	11	11	8	5	8	12	6	15	10	11	9	15	13	7	10	12	8	12	11	9	13	12	7	11	8	15	7	3	9	11	12	8	9	9	12	13	8	11	17	15	12	7	7	11	8	9	9	10	3	7	3	8	14	11	9	9	15	9	10	6	13	11	9	10	9	8	8	12	15	6	10	18	9	6	6	11	9	8	10	8	7	6	10	10	6	8	9	8	13	8	2	9	9	7	7	11	6	14	8	16	11	13	8	13	15	8	6	17	5	9	3	11	14	9	11	3	10	13	6	3	11	14	11	8	14	10	9	7	9	9	12	8	17	10	16	10	12	6	9	9	11	13	15	12	9	12	9	10	8	12	12	3	5	4	11	9	6	7	6	7	13	8	11	8	4	12	3	10	9	11	8	12	15	15	19	6	3	10	8	9	9	13	10	11	3	8	11	7	9	13	11	7	12	7	6	8	8	7	12	10	12	9	11	8	12	10	16	9	6	7	12	6	10	8	12	13	9	7	8	11	7	8	9	6	16	7	13	10	16	17	6	11	11	11	11	13	12	8	12	12	6	9	15	8	8	5	6	11	8	9	11	7	11	5	6	11	9	8	5	7	3	12	12	11	10	9	12	5	10	8	11	6	4	10	13	9	13	10	9
3.131131131131131	8	12	8	10	12	10	6	12	6	7	7	12	11	15	8	8	7	11	5	13	7	5	11	5	3	7	13	6	6	14	5	11	10	12	14	9	13	10	6	7	11	11	13	14	10	10	12	7	12	10	12	10	14	13	7	9	6	10	4	10	13	5	12	8	6	11	7	8	10	14	6	15	4	4	11	9	8	8	12	10	18	14	10	8	10	8	11	11	8	5	8	12	6	15	10	11	9	15	13	7	10	12	8	12	11	9	13	12	7	11	8	15	7	3	9	11	12	8	9	9	12	13	8	11	17	16	12	8	7	11	8	9	9	10	3	7	3	8	14	11	9	9	15	9	10	6	13	11	9	10	9	8	8	12	15	6	10	18	10	6	6	11	9	8	10	8	7	6	10	10	6	8	9	8	13	8	2	9	9	7	7	11	6	14	8	16	11	13	8	13	15	8	6	17	5	9	3	11	14	9	11	3	10	13	6	3	12	14	11	8	14	10	9	7	9	9	12	8	17	10	17	10	12	6	9	9	11	13	15	12	9	12	9	10	8	12	12	3	5	4	11	9	6	7	6	7	13	8	11	8	4	13	3	10	9	11	8	12	16	15	19	6	3	10	8	9	9	13	10	11	3	8	11	7	9	13	11	7	12	7	6	8	8	7	12	11	12	9	11	8	12	10	16	9	6	7	12	6	10	8	12	13	9	7	8	11	7	8	9	6	16	7	13	10	16	17	6	11	11	11	11	13	12	8	12	12	6	9	15	8	8	5	6	11	8	9	11	7	11	5	6	11	9	8	5	7	3	12	12	11	10	9	12	5	10	8	11	6	4	10	13	9	13	10	9
